naics_sector,fiscal_year,total,month_name,month,year
"City, School District, Local Quasi Govt.",2020,10080961.0,aug,8,2019
Federal Government (includes US Post Office),2020,4028520.0,aug,8,2019
Other Governments,2020,198584.0,aug,8,2019
Unclassified Accounts,2020,196650.0,aug,8,2019
Construction,2020,5483597.0,sep,9,2019
Manufacturing (includes headquarter offices & factories),2020,8576104.0,sep,9,2019
"Chemicals, Petroleum Refining",2020,1232246.0,sep,9,2019
Pharmaceuticals,2020,1964708.0,sep,9,2019
Transportation Equipment,2020,689349.0,sep,9,2019
Food & Beverage Products,2020,1315626.0,sep,9,2019
"Machinery, Electronic, and Other Electric Equipment",2020,617154.0,sep,9,2019
Metal Manufacturing,2020,934844.0,sep,9,2019
Miscellaneous Manufacturing,2020,1822178.0,sep,9,2019
Public Utilities,2020,1148639.0,sep,9,2019
Transportation and Warehousing,2020,6212343.0,sep,9,2019
Telecommunication,2020,3697208.0,sep,9,2019
"Publishing, Broadcasting, and Other Information",2020,2018385.0,sep,9,2019
Wholesale Trade,2020,3206298.0,sep,9,2019
Retail Trade,2020,7299103.0,sep,9,2019
Banking & Credit Unions,2020,2679011.0,sep,9,2019
Securities / Financial Investments,2020,3802318.0,sep,9,2019
Insurance,2020,3979579.0,sep,9,2019
"Real Estate, Rental and Leasing",2020,2156685.0,sep,9,2019
Health and Social Services,2020,34355432.0,sep,9,2019
Hospitals,2020,17957679.0,sep,9,2019
"Doctors, Dentists, and Other Health Practitioners",2020,3522085.0,sep,9,2019
Outpatient Care Centers and Other Health Services,2020,5337521.0,sep,9,2019
Nursing & Personal Care Facilities,2020,3178551.0,sep,9,2019
Social Services,2020,4359595.0,sep,9,2019
Education,2020,16629366.0,sep,9,2019
College and Universities,2020,13448487.0,sep,9,2019
"Elementary, Secondary Schools (except public schools)",2020,2236206.0,sep,9,2019
Other Educational Services,2020,944673.0,sep,9,2019
Professional  Services,2020,17380021.0,sep,9,2019
Legal Services,2020,5163567.0,sep,9,2019
Management Consulting,2020,3332190.0,sep,9,2019
Engineering & Architectural Services,2020,1973841.0,sep,9,2019
Computer,2020,1586350.0,sep,9,2019
"Accounting, Auditing, Bookkeeping",2020,2198898.0,sep,9,2019
Advertising and Other Professional Services,2020,3125173.0,sep,9,2019
Hotels,2020,931054.0,sep,9,2019
Restaurants,2020,4200016.0,sep,9,2019
Sport Teams,2020,2910513.0,sep,9,2019
"Arts, Entertainment, and Other Recreation",2020,1354015.0,sep,9,2019
Other Sectors,2020,10962514.0,sep,9,2019
Membership Organizations,2020,3053157.0,sep,9,2019
Employment/Outsourcing Agencies,2020,2374898.0,sep,9,2019
Security and Investigation Services,2020,923545.0,sep,9,2019
Services to Buildings,2020,881412.0,sep,9,2019
Miscellaneous Sectors,2020,3729501.0,sep,9,2019
Government,2020,26461888.0,sep,9,2019
State Government (PA),2020,1269608.0,sep,9,2019
"City, School District, Local Quasi Govt.",2020,11048224.0,sep,9,2019
Federal Government (includes US Post Office),2020,13964660.0,sep,9,2019
Other Governments,2020,179396.0,sep,9,2019
Unclassified Accounts,2020,141117.0,sep,9,2019
Construction,2020,7415818.0,oct,10,2019
Manufacturing (includes headquarter offices & factories),2020,11172320.0,oct,10,2019
"Chemicals, Petroleum Refining",2020,2006434.0,oct,10,2019
Pharmaceuticals,2020,2219271.0,oct,10,2019
Transportation Equipment,2020,1042731.0,oct,10,2019
Food & Beverage Products,2020,1904544.0,oct,10,2019
"Machinery, Electronic, and Other Electric Equipment",2020,1005067.0,oct,10,2019
Metal Manufacturing,2020,663880.0,oct,10,2019
Miscellaneous Manufacturing,2020,2330392.0,oct,10,2019
Public Utilities,2020,1121304.0,oct,10,2019
Transportation and Warehousing,2020,6904093.0,oct,10,2019
Telecommunication,2020,5352759.0,oct,10,2019
"Publishing, Broadcasting, and Other Information",2020,3022375.0,oct,10,2019
Wholesale Trade,2020,4278476.0,oct,10,2019
Retail Trade,2020,10316949.0,oct,10,2019
Banking & Credit Unions,2020,3414760.0,oct,10,2019
Securities / Financial Investments,2020,3423001.0,oct,10,2019
Insurance,2020,5612384.0,oct,10,2019
"Real Estate, Rental and Leasing",2020,2993944.0,oct,10,2019
Health and Social Services,2020,47370998.0,oct,10,2019
Hospitals,2020,23151831.0,oct,10,2019
"Doctors, Dentists, and Other Health Practitioners",2020,4903039.0,oct,10,2019
Outpatient Care Centers and Other Health Services,2020,7654844.0,oct,10,2019
Nursing & Personal Care Facilities,2020,4562931.0,oct,10,2019
Social Services,2020,7098352.0,oct,10,2019
Education,2020,18035315.0,oct,10,2019
College and Universities,2020,13677484.0,oct,10,2019
"Elementary, Secondary Schools (except public schools)",2020,2843063.0,oct,10,2019
Other Educational Services,2020,1514768.0,oct,10,2019
Professional  Services,2020,25447286.0,oct,10,2019
Legal Services,2020,6866398.0,oct,10,2019
Management Consulting,2020,5097731.0,oct,10,2019
Engineering & Architectural Services,2020,2682258.0,oct,10,2019
Computer,2020,2801530.0,oct,10,2019
"Accounting, Auditing, Bookkeeping",2020,3417070.0,oct,10,2019
Advertising and Other Professional Services,2020,4582298.0,oct,10,2019
Hotels,2020,1277344.0,oct,10,2019
Restaurants,2020,6479299.0,oct,10,2019
Sport Teams,2020,2449505.0,oct,10,2019
"Arts, Entertainment, and Other Recreation",2020,1755300.0,oct,10,2019
Other Sectors,2020,16309768.0,oct,10,2019
Membership Organizations,2020,4235904.0,oct,10,2019
Employment/Outsourcing Agencies,2020,3443669.0,oct,10,2019
Security and Investigation Services,2020,867188.0,oct,10,2019
Services to Buildings,2020,1280166.0,oct,10,2019
Miscellaneous Sectors,2020,6482841.0,oct,10,2019
Government,2020,17810683.0,oct,10,2019
State Government (PA),2020,1076178.0,oct,10,2019
"City, School District, Local Quasi Govt.",2020,13195906.0,oct,10,2019
Federal Government (includes US Post Office),2020,3266610.0,oct,10,2019
Other Governments,2020,271989.0,oct,10,2019
Unclassified Accounts,2020,310030.0,oct,10,2019
Construction,2020,5799317.0,nov,11,2019
Manufacturing (includes headquarter offices & factories),2020,8100598.0,nov,11,2019
"Chemicals, Petroleum Refining",2020,1162957.0,nov,11,2019
Pharmaceuticals,2020,1634924.0,nov,11,2019
Transportation Equipment,2020,670922.0,nov,11,2019
Food & Beverage Products,2020,1307976.0,nov,11,2019
"Machinery, Electronic, and Other Electric Equipment",2020,716939.0,nov,11,2019
Metal Manufacturing,2020,648053.0,nov,11,2019
Miscellaneous Manufacturing,2020,1958826.0,nov,11,2019
Public Utilities,2020,1123027.0,nov,11,2019
Transportation and Warehousing,2020,5357636.0,nov,11,2019
Telecommunication,2020,4140335.0,nov,11,2019
"Publishing, Broadcasting, and Other Information",2020,2031151.0,nov,11,2019
Wholesale Trade,2020,3038243.0,nov,11,2019
Retail Trade,2020,7585073.0,nov,11,2019
Banking & Credit Unions,2020,2643300.0,nov,11,2019
Securities / Financial Investments,2020,4645992.0,nov,11,2019
Insurance,2020,5078786.0,nov,11,2019
"Real Estate, Rental and Leasing",2020,2156720.0,nov,11,2019
Health and Social Services,2020,33782780.0,nov,11,2019
Hospitals,2020,17806122.0,nov,11,2019
"Doctors, Dentists, and Other Health Practitioners",2020,3599661.0,nov,11,2019
Outpatient Care Centers and Other Health Services,2020,5229029.0,nov,11,2019
Nursing & Personal Care Facilities,2020,2927840.0,nov,11,2019
Social Services,2020,4220127.0,nov,11,2019
Education,2020,17492202.0,nov,11,2019
College and Universities,2020,14140812.0,nov,11,2019
"Elementary, Secondary Schools (except public schools)",2020,2339790.0,nov,11,2019
Other Educational Services,2020,1011601.0,nov,11,2019
Professional  Services,2020,17959402.0,nov,11,2019
Legal Services,2020,5475020.0,nov,11,2019
Management Consulting,2020,3310630.0,nov,11,2019
Engineering & Architectural Services,2020,1925943.0,nov,11,2019
Computer,2020,1560256.0,nov,11,2019
"Accounting, Auditing, Bookkeeping",2020,2178080.0,nov,11,2019
Advertising and Other Professional Services,2020,3509473.0,nov,11,2019
Hotels,2020,956836.0,nov,11,2019
Restaurants,2020,5346790.0,nov,11,2019
Sport Teams,2020,2025556.0,nov,11,2019
"Arts, Entertainment, and Other Recreation",2020,1425889.0,nov,11,2019
Other Sectors,2020,11282797.0,nov,11,2019
Membership Organizations,2020,2999789.0,nov,11,2019
Employment/Outsourcing Agencies,2020,2714692.0,nov,11,2019
Security and Investigation Services,2020,852947.0,nov,11,2019
Services to Buildings,2020,890493.0,nov,11,2019
Miscellaneous Sectors,2020,3824875.0,nov,11,2019
Government,2020,16033695.0,nov,11,2019
State Government (PA),2020,1066262.0,nov,11,2019
"City, School District, Local Quasi Govt.",2020,10263533.0,nov,11,2019
Federal Government (includes US Post Office),2020,4508247.0,nov,11,2019
Other Governments,2020,195653.0,nov,11,2019
Unclassified Accounts,2020,216631.0,nov,11,2019
Construction,2020,5276767.0,dec,12,2019
Manufacturing (includes headquarter offices & factories),2020,8352141.0,dec,12,2019
"Chemicals, Petroleum Refining",2020,1046535.0,dec,12,2019
Pharmaceuticals,2020,1725884.0,dec,12,2019
Transportation Equipment,2020,773090.0,dec,12,2019
Food & Beverage Products,2020,1405700.0,dec,12,2019
"Machinery, Electronic, and Other Electric Equipment",2020,754878.0,dec,12,2019
Metal Manufacturing,2020,672825.0,dec,12,2019
Miscellaneous Manufacturing,2020,1973229.0,dec,12,2019
Public Utilities,2020,1091333.0,dec,12,2019
Transportation and Warehousing,2020,6123560.0,dec,12,2019
Telecommunication,2020,3629787.0,dec,12,2019
"Publishing, Broadcasting, and Other Information",2020,2305258.0,dec,12,2019
Wholesale Trade,2020,3239852.0,dec,12,2019
Retail Trade,2020,7704017.0,dec,12,2019
Banking & Credit Unions,2020,3476341.0,dec,12,2019
Securities / Financial Investments,2020,4700633.0,dec,12,2019
Insurance,2020,4587885.0,dec,12,2019
"Real Estate, Rental and Leasing",2020,2388028.0,dec,12,2019
Health and Social Services,2020,33142851.0,dec,12,2019
Hospitals,2020,16541238.0,dec,12,2019
"Doctors, Dentists, and Other Health Practitioners",2020,3585534.0,dec,12,2019
Outpatient Care Centers and Other Health Services,2020,5548893.0,dec,12,2019
Nursing & Personal Care Facilities,2020,2967370.0,dec,12,2019
Social Services,2020,4499816.0,dec,12,2019
Education,2020,19075741.0,dec,12,2019
College and Universities,2020,15059180.0,dec,12,2019
"Elementary, Secondary Schools (except public schools)",2020,2825733.0,dec,12,2019
Other Educational Services,2020,1190829.0,dec,12,2019
Professional  Services,2020,20631658.0,dec,12,2019
Legal Services,2020,6834369.0,dec,12,2019
Management Consulting,2020,4368802.0,dec,12,2019
Engineering & Architectural Services,2020,2755976.0,dec,12,2019
Computer,2020,1625513.0,dec,12,2019
"Accounting, Auditing, Bookkeeping",2020,2094340.0,dec,12,2019
Advertising and Other Professional Services,2020,2952657.0,dec,12,2019
Hotels,2020,922483.0,dec,12,2019
Restaurants,2020,4457647.0,dec,12,2019
Sport Teams,2020,2276428.0,dec,12,2019
"Arts, Entertainment, and Other Recreation",2020,1474145.0,dec,12,2019
Other Sectors,2020,11328839.0,dec,12,2019
Membership Organizations,2020,2964601.0,dec,12,2019
Employment/Outsourcing Agencies,2020,2963274.0,dec,12,2019
Security and Investigation Services,2020,846555.0,dec,12,2019
Services to Buildings,2020,839562.0,dec,12,2019
Miscellaneous Sectors,2020,3714846.0,dec,12,2019
Government,2020,17009688.0,dec,12,2019
State Government (PA),2020,1271245.0,dec,12,2019
"City, School District, Local Quasi Govt.",2020,11079342.0,dec,12,2019
Federal Government (includes US Post Office),2020,4490499.0,dec,12,2019
Other Governments,2020,168603.0,dec,12,2019
Unclassified Accounts,2020,170836.0,dec,12,2019
Construction,2020,8424693.0,jan,1,2020
Manufacturing (includes headquarter offices & factories),2020,22290070.0,jan,1,2020
"Chemicals, Petroleum Refining",2020,1610669.0,jan,1,2020
Pharmaceuticals,2020,12850890.0,jan,1,2020
Transportation Equipment,2020,1070887.0,jan,1,2020
Food & Beverage Products,2020,1972747.0,jan,1,2020
"Machinery, Electronic, and Other Electric Equipment",2020,989683.0,jan,1,2020
Metal Manufacturing,2020,893619.0,jan,1,2020
Miscellaneous Manufacturing,2020,2901575.0,jan,1,2020
Public Utilities,2020,1278502.0,jan,1,2020
Transportation and Warehousing,2020,7118859.0,jan,1,2020
Telecommunication,2020,4074574.0,jan,1,2020
"Publishing, Broadcasting, and Other Information",2020,2937558.0,jan,1,2020
Wholesale Trade,2020,5501724.0,jan,1,2020
Retail Trade,2020,10956619.0,jan,1,2020
Banking & Credit Unions,2020,3701725.0,jan,1,2020
Securities / Financial Investments,2020,5817914.0,jan,1,2020
Insurance,2020,5990059.0,jan,1,2020
"Real Estate, Rental and Leasing",2020,4134482.0,jan,1,2020
Health and Social Services,2020,48615640.0,jan,1,2020
Hospitals,2020,22154847.0,jan,1,2020
"Doctors, Dentists, and Other Health Practitioners",2020,6082746.0,jan,1,2020
Outpatient Care Centers and Other Health Services,2020,7585495.0,jan,1,2020
Nursing & Personal Care Facilities,2020,5032922.0,jan,1,2020
Social Services,2020,7759631.0,jan,1,2020
Education,2020,15732467.0,jan,1,2020
College and Universities,2020,11224920.0,jan,1,2020
"Elementary, Secondary Schools (except public schools)",2020,2942457.0,jan,1,2020
Other Educational Services,2020,1565090.0,jan,1,2020
Professional  Services,2020,38181523.0,jan,1,2020
Legal Services,2020,17276375.0,jan,1,2020
Management Consulting,2020,6240950.0,jan,1,2020
Engineering & Architectural Services,2020,3452415.0,jan,1,2020
Computer,2020,2711813.0,jan,1,2020
"Accounting, Auditing, Bookkeeping",2020,2226468.0,jan,1,2020
Advertising and Other Professional Services,2020,6273503.0,jan,1,2020
Hotels,2020,1183790.0,jan,1,2020
Restaurants,2020,6429025.0,jan,1,2020
Sport Teams,2020,2281709.0,jan,1,2020
"Arts, Entertainment, and Other Recreation",2020,1854425.0,jan,1,2020
Other Sectors,2020,18429622.0,jan,1,2020
Membership Organizations,2020,4976936.0,jan,1,2020
Employment/Outsourcing Agencies,2020,3919358.0,jan,1,2020
Security and Investigation Services,2020,942195.0,jan,1,2020
Services to Buildings,2020,1337677.0,jan,1,2020
Miscellaneous Sectors,2020,7253456.0,jan,1,2020
Government,2020,29554355.0,jan,1,2020
State Government (PA),2020,1079934.0,jan,1,2020
"City, School District, Local Quasi Govt.",2020,12100595.0,jan,1,2020
Federal Government (includes US Post Office),2020,16057908.0,jan,1,2020
Other Governments,2020,315918.0,jan,1,2020
Unclassified Accounts,2020,489915.0,jan,1,2020
Construction,2020,5377184.0,feb,2,2020
Manufacturing (includes headquarter offices & factories),2020,9466518.0,feb,2,2020
"Chemicals, Petroleum Refining",2020,1612521.0,feb,2,2020
Pharmaceuticals,2020,2463915.0,feb,2,2020
Transportation Equipment,2020,728507.0,feb,2,2020
Food & Beverage Products,2020,1402368.0,feb,2,2020
"Machinery, Electronic, and Other Electric Equipment",2020,637309.0,feb,2,2020
Metal Manufacturing,2020,661236.0,feb,2,2020
Miscellaneous Manufacturing,2020,1960662.0,feb,2,2020
Public Utilities,2020,1848858.0,feb,2,2020
Transportation and Warehousing,2020,5716341.0,feb,2,2020
Telecommunication,2020,4283009.0,feb,2,2020
"Publishing, Broadcasting, and Other Information",2020,2268748.0,feb,2,2020
Wholesale Trade,2020,3336929.0,feb,2,2020
Retail Trade,2020,7532583.0,feb,2,2020
Banking & Credit Unions,2020,4051837.0,feb,2,2020
Securities / Financial Investments,2020,5710467.0,feb,2,2020
Insurance,2020,5138218.0,feb,2,2020
"Real Estate, Rental and Leasing",2020,4268552.0,feb,2,2020
Health and Social Services,2020,35694147.0,feb,2,2020
Hospitals,2020,18630790.0,feb,2,2020
"Doctors, Dentists, and Other Health Practitioners",2020,3466278.0,feb,2,2020
Outpatient Care Centers and Other Health Services,2020,5438314.0,feb,2,2020
Nursing & Personal Care Facilities,2020,3402898.0,feb,2,2020
Social Services,2020,4755866.0,feb,2,2020
Education,2020,15661883.0,feb,2,2020
College and Universities,2020,12184171.0,feb,2,2020
"Elementary, Secondary Schools (except public schools)",2020,2412880.0,feb,2,2020
Other Educational Services,2020,1064832.0,feb,2,2020
Professional  Services,2020,19571382.0,feb,2,2020
Legal Services,2020,6649794.0,feb,2,2020
Management Consulting,2020,3686693.0,feb,2,2020
Engineering & Architectural Services,2020,2057241.0,feb,2,2020
Computer,2020,1632785.0,feb,2,2020
"Accounting, Auditing, Bookkeeping",2020,2391991.0,feb,2,2020
Advertising and Other Professional Services,2020,3152879.0,feb,2,2020
Hotels,2020,909709.0,feb,2,2020
Restaurants,2020,4491152.0,feb,2,2020
Sport Teams,2020,1424149.0,feb,2,2020
"Arts, Entertainment, and Other Recreation",2020,1356800.0,feb,2,2020
Other Sectors,2020,12346602.0,feb,2,2020
Membership Organizations,2020,3268482.0,feb,2,2020
Employment/Outsourcing Agencies,2020,2844899.0,feb,2,2020
Security and Investigation Services,2020,957661.0,feb,2,2020
Services to Buildings,2020,838616.0,feb,2,2020
Miscellaneous Sectors,2020,4436943.0,feb,2,2020
Government,2020,15222112.0,feb,2,2020
State Government (PA),2020,1331488.0,feb,2,2020
"City, School District, Local Quasi Govt.",2020,10583968.0,feb,2,2020
Federal Government (includes US Post Office),2020,3087594.0,feb,2,2020
Other Governments,2020,219062.0,feb,2,2020
Unclassified Accounts,2020,341159.0,feb,2,2020
Construction,2020,5119193.0,mar,3,2020
Manufacturing (includes headquarter offices & factories),2020,13182504.0,mar,3,2020
"Chemicals, Petroleum Refining",2020,3398943.0,mar,3,2020
Pharmaceuticals,2020,4458546.0,mar,3,2020
Transportation Equipment,2020,793806.0,mar,3,2020
Food & Beverage Products,2020,1340370.0,mar,3,2020
"Machinery, Electronic, and Other Electric Equipment",2020,729419.0,mar,3,2020
Metal Manufacturing,2020,626521.0,mar,3,2020
Miscellaneous Manufacturing,2020,1834898.0,mar,3,2020
Public Utilities,2020,2137413.0,mar,3,2020
Transportation and Warehousing,2020,5473414.0,mar,3,2020
Telecommunication,2020,11396229.0,mar,3,2020
"Publishing, Broadcasting, and Other Information",2020,2234797.0,mar,3,2020
Wholesale Trade,2020,3240083.0,mar,3,2020
Retail Trade,2020,7320604.0,mar,3,2020
Banking & Credit Unions,2020,4465666.0,mar,3,2020
Securities / Financial Investments,2020,6129059.0,mar,3,2020
Insurance,2020,13702853.0,mar,3,2020
"Real Estate, Rental and Leasing",2020,3152661.0,mar,3,2020
